id,parameter_set_id,source,qualifier,amount,units
68456,9600,Incentive,,500.0000,$
68457,2179,Incentive,,100.0000,%
68458,143,Incentive,,100.0000,%
68459,351,Incentive,,100.0000,%
68460,7778,Incentive,,3000.0000,$
68461,7916,Incentive,,2000.0000,$
68462,7917,Incentive,,2000.0000,$
68463,7776,Incentive,,3000.0000,$
68490,10310,Incentive,min,3.0000,$
68491,10310,Incentive,max,900.0000,$
68492,10311,Incentive,,4.5000,$/horsepower
68493,10312,Incentive,min,1000.0000,$
68494,10312,Incentive,max,2000.0000,$
68495,10313,Incentive,min,30.0000,$
68496,10313,Incentive,max,1700.0000,$
68497,10314,Incentive,max,1500.0000,$
68498,10315,Incentive,,40.0000,$/ton
68499,10316,Incentive,min,3.0000,$/Unit
68500,10316,Incentive,max,200.0000,$/Unit
68501,10317,Incentive,,0.0800,$/kW
68502,10317,Incentive,,0.1500,$/kW
68503,10318,Incentive,,40.0000,$/horsepower
68511,10319,Incentive,min,3.0000,$
68512,10319,Incentive,max,900.0000,$
68513,10320,Incentive,,4.5000,$/horsepower
68514,10321,Incentive,min,1000.0000,$
68515,10321,Incentive,max,2000.0000,$
68516,10322,Incentive,min,30.0000,$
68517,10322,Incentive,max,1700.0000,$
68518,10323,Incentive,max,1500.0000,$
68519,10324,Incentive,,40.0000,$/ton
68520,10325,Incentive,min,3.0000,$/Unit
68521,10325,Incentive,max,200.0000,$/Unit
68522,10326,Incentive,min,0.0800,$/kW
68523,10326,Incentive,max,0.1500,$/kW
68524,10327,Incentive,,40.0000,$/horsepower
68525,1818,Incentive,,100.0000,%
68526,1817,Incentive,,100.0000,%
68527,7587,System,max,7.6900,kW
68528,7587,Incentive,,0.6500,$/W
68529,7588,Incentive,,2000.0000,$
68530,9505,Incentive,min,0.2000,$/W
68531,9505,Incentive,max,0.7000,$/W
68566,2043,Incentive,max,7500.0000,$
68567,2043,Incentive,max,33.0000,"% of cost"
68568,2044,Incentive,max,15000.0000,$
68569,2044,Incentive,max,33.0000,"% of cost"
68570,2045,Incentive,max,50.0000,"% of cost"
68571,2045,Incentive,max,3000.0000,$
68572,2046,Incentive,max,50.0000,"% of cost"
68573,2046,Incentive,max,10000.0000,$
68574,2047,Incentive,max,3000.0000,$
68575,7061,Incentive,max,3500.0000,$
68580,10328,System,,4.0000,
68581,10329,System,,6.0000,
68588,9594,System,max,5.0000,MW
68589,9594,Incentive,min,250.0000,$/kW
68590,9594,Incentive,max,300.0000,$/kW
68591,8501,Incentive,min,1000.0000,$
68592,8501,Incentive,max,1500.0000,$
68593,9514,Incentive,,0.0300,"$/kWh (10 years)"
68594,9515,Incentive,,0.0200,"$/kWh (10 years)"
68595,9516,Incentive,,0.0200,"$/kWh (10 years)"
68596,160,Incentive,max,1.0000,$
68597,160,Incentive,min,15.0000,"$/square foot"
68598,161,Incentive,,500.0000,$
68699,10334,Incentive,max,90.0000,"% of cost"
68700,10335,Incentive,max,100.0000,"% of cost"
68702,10336,Incentive,,200.0000,$/Unit
68715,2512,Incentive,max,3000.0000,$/ton
68716,7429,Incentive,min,85.0000,$/Unit
68717,7429,Incentive,max,130.0000,$/Unit
68718,7432,Incentive,max,1200.0000,$
68719,7433,Incentive,,60.0000,$
68720,10337,Incentive,min,15.0000,$/Unit
68721,10337,Incentive,max,25.0000,$/Unit
68722,10338,Incentive,,25.0000,$/Unit
68723,10339,Incentive,,35.0000,$/Unit
68724,6770,Incentive,max,100.0000,"% of cost"
68725,6770,Incentive,max,5000.0000,$
68726,7834,Incentive,,25.0000,$
68727,7835,Incentive,,75.0000,$
68728,7836,Incentive,,100.0000,$
68729,7836,Incentive,,400.0000,$
68730,7837,Incentive,,25.0000,$
68731,7837,Incentive,,350.0000,$
68732,7838,Incentive,,25.0000,$
68733,7838,Incentive,min,150.0000,$
68734,7838,Incentive,max,1000.0000,$
68735,7839,Incentive,min,400.0000,$/ton
68736,7839,Incentive,max,500.0000,$/ton
68737,7840,Incentive,,200.0000,$
68738,7840,Incentive,,400.0000,$
68739,7841,Incentive,,2.0000,$/bulb
68740,7841,Incentive,,30.0000,$
68741,7842,Incentive,,500.0000,$
68764,231,Incentive,min,30.0000,$/MWh
68765,231,Incentive,max,47.0000,$/MWh
68766,8896,Incentive,min,600.0000,$/kW
68767,8896,Incentive,max,1000.0000,$/kW
68768,8910,Incentive,,750.0000,$/kW
68769,8910,Incentive,max,7500.0000,$
68780,6777,Incentive,max,50.0000,"% of cost"
68781,6777,Incentive,,90.0000,"% of cost"
68782,6777,Incentive,,100.0000,"% of cost"
68783,10342,Incentive,max,3500.0000,$/Unit
68784,10343,Incentive,max,6300.0000,$/Unit
68785,10344,Incentive,max,7000.0000,$/Unit
68786,10345,Incentive,max,350.0000,$/kW
68787,10346,Incentive,max,630.0000,$/kW
68788,10347,Incentive,max,700.0000,$/kW
68789,6771,Incentive,max,100.0000,"% of cost"
68822,10348,Incentive,min,1800.0000,$/Unit
68823,10348,Incentive,max,2200.0000,$/Unit
68824,10349,Incentive,,140.0000,$/Unit
68825,10350,Incentive,,500.0000,$/Unit
68826,10351,Incentive,,50.0000,$/Unit
68827,10352,Incentive,min,100.0000,$/Unit
68828,10352,Incentive,max,200.0000,$/Unit
68829,10353,Incentive,max,1000.0000,$
68830,10354,Incentive,min,600.0000,$
68831,10354,Incentive,max,1700.0000,$
68832,10355,Incentive,min,6.0000,"$/square foot"
68833,10355,Incentive,max,8.0000,"$/square foot"
68834,10356,Incentive,,1.0000,"$/square foot"
68835,10357,Incentive,,2.0000,"$/square foot"
68836,10358,Incentive,,250.0000,$
68859,4429,Incentive,max,35.0000,$/Unit
68860,4429,Incentive,min,30.0000,$/Unit
68861,4431,Incentive,min,800.0000,$/Unit
68862,4431,Incentive,max,900.0000,$/Unit
68863,4432,Incentive,,6.0000,"$/square foot"
68864,4433,Incentive,min,1000.0000,$/Unit
68865,4433,Incentive,max,1200.0000,$/Unit
68866,7208,Incentive,,0.9000,"$/square foot"
68867,7209,Incentive,,250.0000,$
68868,10359,Incentive,,50.0000,$/Unit
68869,10360,Incentive,,2.0000,"$/square foot"
68870,10361,Incentive,,800.0000,$
68875,10362,Incentive,max,90.0000,"% of cost"
68876,10363,Incentive,max,100.0000,"% of cost"
68908,4274,Incentive,max,50.0000,$/Unit
68909,4278,Incentive,min,0.1500,"$/square foot"
68910,4278,Incentive,max,2.0000,"$/square foot"
68911,4279,Incentive,,8.0000,"$/square foot"
68912,4279,Incentive,,10.0000,"$/square foot"
68913,4280,Incentive,,40.0000,$/Unit
68914,7215,Incentive,,140.0000,$/Unit
68915,7216,Incentive,,250.0000,$/Unit
68916,10364,Incentive,min,1400.0000,$/Unit
68917,10364,Incentive,max,2200.0000,$/Unit
68918,10365,Incentive,,920.0000,$
68919,10366,Incentive,,1250.0000,$
68926,10367,Incentive,max,300.0000,$
68927,10368,Incentive,max,1000.0000,$
68928,10369,Incentive,max,1000.0000,$
68929,10370,Incentive,max,5000.0000,$
68930,7004,Incentive,,250.0000,$
68931,7009,Incentive,,1000.0000,$/Unit
68932,7010,Incentive,,2300.0000,$/Unit
68977,10371,Incentive,min,700.0000,$
68978,10371,Incentive,max,1100.0000,$
68979,10372,Incentive,,200.0000,$
68980,10373,Incentive,,6.0000,"$/square foot"
68981,10374,Incentive,min,6.0000,$
68982,10374,Incentive,max,32.0000,$
68983,10375,Incentive,min,0.3500,$
68984,10375,Incentive,max,2.0000,$
68985,10376,Incentive,min,0.7500,"$/square foot"
68986,10376,Incentive,max,0.9000,"$/square foot"
68987,10377,Incentive,,2.0000,"$/square foot"
68988,10378,Incentive,,30.0000,$/Unit
68989,10379,Incentive,,50.0000,$/Unit
68990,10380,Incentive,,140.0000,$
68991,10381,Incentive,min,700.0000,$
68992,10381,Incentive,max,1100.0000,$
68993,10382,Incentive,,1200.0000,$
68994,10383,Incentive,min,1000.0000,$
68995,10383,System,max,1200.0000,$
68996,10384,Incentive,,800.0000,$
68997,10385,Incentive,,100.0000,$
69056,10386,Incentive,min,300.0000,$/ton
69057,10386,Incentive,max,1000.0000,$/ton
69058,10387,Incentive,min,150.0000,$/ton
69059,10387,Incentive,max,1000.0000,$/ton
69060,10388,Incentive,min,350.0000,$/ton
69061,10388,Incentive,max,1000.0000,$/ton
69062,10389,Incentive,min,180.0000,$/Unit
69063,10389,Incentive,max,300.0000,$/Unit
69064,10390,Incentive,,350.0000,$/Unit
69065,10391,Incentive,,100.0000,$/Unit
69066,10391,Incentive,,600.0000,$/Unit
69067,10392,Incentive,min,900.0000,$/Unit
69068,10392,Incentive,,2000.0000,$/Unit
69069,10393,Incentive,min,55.0000,$/Unit
69070,10393,Incentive,max,140.0000,$/Unit
69071,10394,Incentive,min,3.0000,"$/square foot"
69072,10394,Incentive,max,9.0000,"$/square foot"
69073,10395,Incentive,min,0.8000,"$/square foot"
69074,10395,Incentive,max,1.8000,"$/square foot"
69075,10396,Incentive,min,1500.0000,$
69076,10396,Incentive,max,2000.0000,$
69082,10397,Incentive,,100.0000,%
69083,10398,Incentive,,100.0000,%
69084,159,Incentive,,100.0000,%
69085,2251,Incentive,,0.5000,$/W
69086,2251,Incentive,max,6000.0000,$
69087,2252,Incentive,min,0.2500,$/W
69088,2252,Incentive,max,0.5000,$/W
69089,2252,Incentive,max,36250.0000,$
69090,191,Incentive,,0.5000,$/W-DC
69091,191,Incentive,max,5000.0000,$
69092,192,Incentive,min,0.2500,$/W-DC
69093,192,Incentive,max,0.5000,$/W-DC
69109,6346,System,max,200.0000,kW
69110,6346,Incentive,,0.0800,$/kWh
69111,7236,System,min,200.0000,kW
69112,7236,System,max,999.0000,kW
69113,7236,Incentive,,0.0600,$/kWh
69114,7237,System,max,400.0000,kW
69115,7237,Incentive,,0.0800,$/kWh
69116,7238,System,min,400.0000,kW
69117,7238,System,max,999.0000,kW
69118,7238,Incentive,,0.0600,$/kWh
69119,10399,System,min,1000.0000,kW
69120,10399,Incentive,,0.0400,$/kWh
69121,10400,System,max,100.0000,kW
69122,10400,Incentive,,0.5000,$/W
69123,10401,Incentive,,0.7000,$/W
69124,6345,Incentive,,0.6000,$/W
69125,6345,Incentive,max,2500.0000,$/Unit
69126,7235,Incentive,,1.0000,$/W
69127,7235,Incentive,max,2500.0000,$/Unit
69128,156,Incentive,,2500.0000,$
69129,1658,Incentive,,0.6000,$/W
69130,1658,Incentive,max,80000.0000,$
69131,1658,Incentive,max,50.0000,"% of cost"
69132,9571,System,min,3.0000,kW-AC
69133,9571,System,max,15.0000,kW-AC
69159,7902,Incentive,min,25.0000,$
69160,7902,Incentive,max,115.0000,$
69161,7903,System,,15.0000,
69162,7904,Incentive,min,25.0000,$
69163,7904,Incentive,max,40.0000,$
69164,7905,Incentive,,25.0000,$
69165,7906,Incentive,min,15.0000,$
69166,7906,Incentive,,100.0000,$
69167,7907,Incentive,,100.0000,$
69168,7908,Incentive,min,100.0000,$
69169,7908,Incentive,max,400.0000,$
69170,7909,Incentive,min,60.0000,$
69171,7909,Incentive,max,400.0000,$
69172,7910,Incentive,min,200.0000,$
69173,7910,Incentive,max,500.0000,$
69174,7911,Incentive,,50.0000,$
69175,7912,Incentive,max,350.0000,$
69176,7912,Incentive,min,150.0000,$
69177,7913,Incentive,min,250.0000,$
69178,7913,Incentive,max,350.0000,$
69179,10340,Incentive,,15.0000,$
69180,10341,Incentive,,500.0000,$
69181,10402,Incentive,min,200.0000,$/ton
69182,10402,Incentive,max,220.0000,$/ton
69183,10402,Incentive,max,50.0000,"% of cost"
69184,9550,Incentive,,50.0000,"% of cost"
69185,9550,Incentive,max,20.0000,$/Unit
69186,9552,Incentive,min,25.0000,$
69187,9552,Incentive,max,90.0000,$
69188,9553,Incentive,,15.0000,$
69189,9554,Incentive,min,25.0000,$
69190,9554,Incentive,max,40.0000,$
69191,9555,Incentive,,25.0000,$
69192,9556,Incentive,,25.0000,$
69193,9557,Incentive,max,100.0000,$
69194,9558,Incentive,min,200.0000,$
69195,9558,Incentive,max,1000.0000,$
69196,9559,Incentive,min,800.0000,$
69197,9559,Incentive,max,1000.0000,$
69198,9560,Incentive,,50.0000,$
69199,9560,Incentive,max,100.0000,$
69200,9561,Incentive,,100.0000,$
69201,9562,Incentive,,200.0000,$
69202,9563,Incentive,,350.0000,$
69203,9564,Incentive,,200.0000,$
69204,9565,Incentive,,500.0000,$
69205,9566,Incentive,,60.0000,$
69206,10331,Incentive,,15.0000,"$/square foot"
69207,10331,Incentive,max,1200.0000,$
69208,10332,Incentive,,500.0000,$
69209,10333,Incentive,,15.0000,$
69210,10403,Incentive,,200.0000,$/ton
69211,1313,Incentive,max,200.0000,$
69212,1314,Incentive,,200.0000,$/Unit
69213,1315,Incentive,,200.0000,$/Unit
69214,10181,Incentive,,200.0000,$
69225,9907,Incentive,,1500.0000,$
69226,9908,Incentive,,800.0000,$
69227,9909,Incentive,min,500.0000,$
69228,9909,Incentive,max,800.0000,$
69229,9910,Incentive,min,250.0000,$
69230,9910,Incentive,max,400.0000,$
69231,9911,Incentive,min,50.0000,$
69232,9911,Incentive,max,300.0000,$
69233,9912,Incentive,min,300.0000,$
69234,9912,Incentive,max,500.0000,$
69235,9901,Incentive,,1500.0000,$/Unit
69236,9902,Incentive,,800.0000,$
69237,9903,Incentive,min,500.0000,$/Unit
69238,9903,Incentive,max,800.0000,$/Unit
69239,9904,Incentive,min,250.0000,$/Unit
69240,9904,Incentive,max,400.0000,$/Unit
69241,9905,Incentive,min,50.0000,$/Unit
69242,9905,Incentive,max,300.0000,$/Unit
69243,9906,Incentive,min,300.0000,$/Unit
69244,9906,Incentive,max,500.0000,$/Unit
69245,9895,Incentive,,1500.0000,$/Unit
69246,9896,Incentive,,800.0000,$
69247,9897,Incentive,min,500.0000,$/Unit
69248,9897,Incentive,max,800.0000,$/Unit
69249,9898,Incentive,min,250.0000,$/Unit
69250,9898,Incentive,max,400.0000,$/Unit
69251,9899,Incentive,min,50.0000,$/Unit
69252,9899,Incentive,max,300.0000,$/Unit
69253,9900,Incentive,min,300.0000,$/Unit
69254,9900,Incentive,max,500.0000,$/Unit
69255,9889,Incentive,,1500.0000,$
69256,9890,Incentive,,800.0000,$
69257,9891,Incentive,min,500.0000,$
69258,9891,Incentive,max,800.0000,$
69259,9892,Incentive,min,250.0000,$
69260,9892,Incentive,max,400.0000,$
69261,9893,Incentive,min,50.0000,$
69262,9893,Incentive,max,300.0000,$
69263,9894,Incentive,min,300.0000,$
69264,9894,Incentive,max,500.0000,$
69265,9883,Incentive,,1500.0000,$
69266,9884,Incentive,,800.0000,$
69267,9885,Incentive,min,500.0000,$
69268,9885,Incentive,max,800.0000,$
69269,9886,Incentive,min,250.0000,$
69270,9886,Incentive,max,400.0000,$
69271,9887,Incentive,min,50.0000,$
69272,9887,Incentive,max,300.0000,$
69273,9888,Incentive,min,300.0000,$
69274,9888,Incentive,max,500.0000,$
69275,9877,Incentive,,1500.0000,$
69276,9878,Incentive,,800.0000,$
69277,9879,Incentive,min,500.0000,$
69278,9879,Incentive,max,800.0000,$
69279,9880,Incentive,min,250.0000,$
69280,9880,Incentive,max,400.0000,$
69281,9881,Incentive,min,50.0000,$
69282,9881,Incentive,max,300.0000,$
69283,9882,Incentive,min,300.0000,$
69284,9882,Incentive,max,500.0000,$
69295,9871,Incentive,,1500.0000,$/Unit
69296,9872,Incentive,,800.0000,$
69297,9873,Incentive,min,500.0000,$/Unit
69298,9873,Incentive,max,800.0000,$/Unit
69299,9874,Incentive,min,250.0000,$/Unit
69300,9874,Incentive,max,400.0000,$/Unit
69301,9875,Incentive,min,50.0000,$/Unit
69302,9875,Incentive,max,300.0000,$/Unit
69303,9876,Incentive,min,300.0000,$
69304,9876,Incentive,max,500.0000,$
69305,9839,Incentive,min,100.0000,$/Unit
69306,9839,Incentive,max,150.0000,$/Unit
69307,9840,Incentive,min,600.0000,$/ton
69308,9840,Incentive,max,840.0000,$/ton
69309,9841,Incentive,min,800.0000,$/ton
69310,9841,Incentive,max,1040.0000,$/ton
69311,9842,Incentive,min,300.0000,$/ton
69312,9842,Incentive,max,500.0000,$/ton
69313,9843,Incentive,min,900.0000,$/ton
69314,9843,Incentive,max,1340.0000,$/ton
69315,9844,Incentive,,40.0000,$/kW
69316,9845,Incentive,max,150.0000,$/Unit
69317,9846,Incentive,max,5000.0000,$
69318,9847,Incentive,min,100.0000,$/Unit
69319,9847,Incentive,max,400.0000,$/Unit
69320,9848,Incentive,,500.0000,$/Unit
69321,9849,Incentive,max,2800.0000,$
69322,9850,Incentive,,200.0000,$/Unit
69323,9851,Incentive,,50.0000,$/Unit
69324,9852,Incentive,,25.0000,$/Unit
69325,9853,Incentive,,10.0000,$
69326,9854,Incentive,,50.0000,$/Unit
69327,9855,Incentive,,50.0000,$/Unit
69328,9856,Incentive,,50.0000,$/Unit
69329,9857,Incentive,,50.0000,$/Unit
69330,9858,Incentive,,25.0000,$/Unit
69331,9859,Incentive,,25.0000,$/Unit
69332,10404,Incentive,min,1200.0000,$/ton
69333,10404,Incentive,max,1640.0000,$/ton
69334,9827,Incentive,min,1.0000,$/gallon
69335,9827,Incentive,max,3.0000,$/gallon
69336,9828,Incentive,,350.0000,$/Unit
69337,9829,Incentive,min,30.0000,$/Unit
69338,9829,Incentive,max,90.0000,$/Unit
69339,9830,Incentive,,60.0000,$/Unit
69340,9831,Incentive,min,100.0000,$/Unit
69341,9831,Incentive,max,350.0000,$/Unit
69342,9832,Incentive,,25.0000,$/Unit
69343,9833,Incentive,min,500.0000,$/Unit
69344,9833,Incentive,max,1500.0000,$/Unit
69345,9834,Incentive,min,500.0000,$/Unit
69346,9834,Incentive,max,1500.0000,$/Unit
69347,9835,Incentive,min,250.0000,$/ton
69348,9835,Incentive,max,500.0000,$/ton
69349,9836,Incentive,,100.0000,$/Unit
69350,9837,Incentive,,50.0000,"% of cost"
69351,9837,Incentive,,1000.0000,$
69352,9838,Incentive,,50.0000,"% of cost"
69353,9838,Incentive,max,7500.0000,$
69354,10405,Incentive,,100.0000,$/Unit
69362,9381,Incentive,,200.0000,$/ton
69363,9382,Incentive,min,300.0000,$/ton
69364,9382,Incentive,max,800.0000,$/ton
69365,9383,Incentive,max,35.0000,"% of cost"
69366,9383,Incentive,max,10000.0000,$
69367,9384,Incentive,max,200.0000,$
69368,9385,Incentive,max,400.0000,$
69369,1110,Incentive,,500.0000,$/ton
69370,1111,Incentive,,300.0000,$/ton
69371,1113,Incentive,,200.0000,$/Unit
69372,6069,Incentive,,50.0000,$/Unit
69373,9380,Incentive,,400.0000,$
69440,10406,Incentive,,40.0000,$
69441,10407,Incentive,,40.0000,$
69442,10408,Incentive,,200.0000,$
69443,10409,Incentive,,45.0000,$
69444,10410,Incentive,,100.0000,$
69445,10411,Incentive,,75.0000,$
69446,10412,Incentive,max,1675.0000,$
69447,10413,Incentive,max,1000.0000,$
69448,10414,Incentive,min,800.0000,$
69449,10414,Incentive,max,6000.0000,$
69450,10415,Incentive,,150.0000,$
69451,10416,Incentive,,75.0000,$
69452,10417,Incentive,,150.0000,$
69453,10418,Incentive,,300.0000,$
69454,10419,Incentive,,150.0000,$
69455,10420,Incentive,,5.0000,$/Unit
69456,10421,Incentive,,75.0000,$
69457,10422,Incentive,max,13.0000,$
69458,10423,Incentive,,100.0000,$
69459,10424,Incentive,min,500.0000,$/ton
69460,10424,Incentive,max,750.0000,$/ton
69461,3258,Incentive,,150.0000,$/Unit
69462,3259,Incentive,min,300.0000,$/Unit
69463,3259,Incentive,max,400.0000,$/Unit
69464,7233,Incentive,,500.0000,$/Unit
69472,9261,Incentive,max,500.0000,$
69473,9262,Incentive,,75.0000,$
69474,9263,Incentive,max,500.0000,$
69475,9264,Incentive,max,400.0000,$
69476,9265,Incentive,max,500.0000,$
69477,9266,Incentive,max,1025.0000,$
69478,9267,Incentive,max,500.0000,$
69479,9212,Incentive,min,50.0000,$
69480,9212,Incentive,max,75.0000,$
69481,9213,Incentive,min,25.0000,$
69482,9213,Incentive,max,30.0000,$
69483,9214,Incentive,,20.0000,$
69484,9184,Incentive,,800.0000,$
69495,7692,Incentive,min,250.0000,$
69496,7692,Incentive,max,700.0000,$
69497,7692,Incentive,,50.0000,"% of cost"
69498,7693,Incentive,min,400.0000,$/ton
69499,7693,Incentive,max,750.0000,$/ton
69500,7694,Incentive,,50.0000,"% of cost"
69501,7694,Incentive,max,15.0000,$
69502,7695,Incentive,,50.0000,$
69503,10425,Incentive,min,250.0000,$/ton
69504,10425,Incentive,max,750.0000,$/ton
69508,7713,Incentive,min,300.0000,$
69509,7713,Incentive,max,500.0000,$
69510,7714,Incentive,max,1000.0000,$
69528,8187,Incentive,max,600.0000,$
69529,8188,Incentive,max,6000.0000,$
69530,8189,Incentive,max,90.0000,$
69531,8190,Incentive,,400.0000,$
69532,8191,Incentive,max,100.0000,$
69533,8192,Incentive,max,2000.0000,$
69534,8193,Incentive,max,5000.0000,$
69535,8194,Incentive,,100.0000,$/fixture
69536,8195,Incentive,,150.0000,$
69537,8196,Incentive,max,6000.0000,$
69538,8197,Incentive,,6500.0000,$
69539,8198,Incentive,min,1000.0000,$/ton
69540,8198,Incentive,max,2100.0000,$/ton
69541,8199,Incentive,min,1000.0000,$/ton
69542,8199,Incentive,max,2600.0000,$/ton
69543,8200,Incentive,max,6000.0000,$
69544,9146,Incentive,max,400.0000,$
69545,7734,Incentive,max,750.0000,$
69546,7735,Incentive,min,300.0000,$/ton
69547,7735,Incentive,max,500.0000,$/ton
69548,7735,Incentive,,150.0000,$/Unit
69549,7736,Incentive,,50.0000,$/Unit
69550,7737,Incentive,min,300.0000,$/ton
69551,7737,Incentive,max,750.0000,$/ton
69552,9077,Incentive,min,40.0000,$/ton
69553,9077,Incentive,max,60.0000,$/ton
69554,9078,Incentive,min,1400.0000,$/Unit
69555,9078,Incentive,max,1600.0000,$/Unit
69556,9079,Incentive,min,50.0000,$/ton
69557,9079,Incentive,max,85.0000,$/ton
69558,9080,Incentive,min,150.0000,$/Unit
69559,9080,Incentive,max,1800.0000,$/Unit
69560,9081,Incentive,min,1550.0000,$/Unit
69561,9081,Incentive,max,3100.0000,$/Unit
69562,9082,Incentive,min,20.0000,$/Unit
69563,9082,Incentive,max,6200.0000,$/Unit
69564,9083,Incentive,min,350.0000,$/Unit
69565,9083,Incentive,max,750.0000,$/Unit
69566,9084,Incentive,min,20.0000,$/Unit
69567,9084,Incentive,max,2000.0000,$/Unit
69568,9085,Incentive,,0.1000,$/kWh
69584,9052,Incentive,max,0.5000,$/Unit
69585,9052,Incentive,,200.0000,$/Unit
69586,9053,Incentive,min,75.0000,$/Unit
69587,9053,Incentive,max,125.0000,$/Unit
69588,9054,Incentive,min,50.0000,$/Unit
69589,9054,Incentive,,125.0000,
69590,9055,Incentive,min,12.0000,$
69591,9055,Incentive,max,30.0000,$
69592,9057,Incentive,min,35.0000,$/ton
69593,9057,Incentive,max,100.0000,$/ton
69594,9058,Incentive,,50.0000,$/ton
69595,9058,Incentive,,100.0000,$/ton
69596,9059,Incentive,,75.0000,$
69597,9060,Incentive,,100.0000,$/ton
69598,9061,Incentive,,500.0000,$/Unit
69599,1700,Incentive,,110.0000,$/kW
69600,1700,Incentive,,0.0300,$/kWh
69601,1701,Incentive,,207.0000,$/kW
69602,1701,Incentive,,0.0600,$/kWh
69603,1702,Incentive,,374.0000,$/kW
69604,1702,Incentive,,0.1100,$/kWh
69605,1703,Incentive,,180.0000,$/kW
69606,1703,Incentive,,0.0700,$/kWh
69607,1704,Incentive,,200.0000,$/kW
69608,1704,Incentive,,0.0600,$/kWh
69609,1705,Incentive,,240.0000,$/kW
69610,1705,Incentive,,0.0900,$/kWh
69611,1755,Incentive,,180.0000,$/kW
69612,1755,Incentive,,0.0600,$/kWh
69613,7103,Incentive,,220.0000,$/kW
69614,7103,Incentive,,0.0600,$/kWh
69615,7104,Incentive,,200.0000,$/kW
69616,7104,Incentive,,0.0300,$/kWh
69630,3938,Incentive,min,50.0000,$/Unit
69631,3938,Incentive,max,75.0000,$/Unit
69632,3939,Incentive,,100.0000,$/Unit
69633,3940,Incentive,,50.0000,$/Unit
69634,3941,Incentive,,3.0000,$/Unit
69635,3942,Incentive,,3.0000,"$/square foot"
69636,3943,Incentive,min,0.2500,"$/square foot"
69637,3943,Incentive,max,0.3500,"$/square foot"
69638,3944,Incentive,min,100.0000,$/ton
69639,3944,Incentive,max,350.0000,$/ton
69640,3945,Incentive,,500.0000,$/ton
69641,3946,Incentive,,150.0000,$
69642,8931,Incentive,,500.0000,$
69643,2720,Incentive,min,25.0000,$/Unit
69644,2720,Incentive,max,1000.0000,$/Unit
69645,5359,Incentive,,50.0000,$/Unit
69646,10426,Incentive,,750.0000,$/ton
69647,10426,Incentive,,1000.0000,$/ton
69648,9530,Incentive,min,300.0000,$
69649,9530,Incentive,max,600.0000,$
69650,9531,Incentive,,50.0000,$/kW
69651,9531,Incentive,max,25000.0000,$
69652,2858,Incentive,min,400.0000,$/Unit
69653,2858,Incentive,max,3300.0000,$
69654,2860,Incentive,,0.3000,"$/square foot"
69655,2860,Incentive,max,600.0000,$
69656,2861,Incentive,,30.0000,$/Unit
69657,7054,Incentive,min,400.0000,$
69658,7054,Incentive,max,650.0000,$
69659,10427,Incentive,min,2400.0000,$/Unit
69660,10427,Incentive,max,3300.0000,$/Unit
69662,10428,Incentive,max,2000.0000,$
69663,10429,Incentive,max,2000.0000,$
69686,106,Incentive,,50.0000,$/Unit
69687,107,Incentive,,25.0000,$/Unit
69688,4974,Incentive,,25.0000,$/Unit
69689,4975,Incentive,,100.0000,$/Unit
69690,7083,Incentive,,50.0000,"% of cost"
69691,7083,Incentive,max,1000.0000,$
69692,8897,Incentive,,500.0000,$/ton
69693,8898,Incentive,,500.0000,$/Unit
69694,8899,Incentive,,500.0000,$/ton
69695,8900,Incentive,,300.0000,$
69696,8901,Incentive,,50.0000,$
69697,8876,Incentive,min,15.0000,$
69698,8876,Incentive,max,25.0000,$
69699,8877,Incentive,,15.0000,$
69700,8878,Incentive,min,20.0000,$
69701,8878,Incentive,min,50.0000,$
69702,8879,Incentive,,15.0000,$
69703,8880,Incentive,,300.0000,$
69704,10430,Incentive,min,800.0000,$/ton
69705,10430,Incentive,max,1000.0000,$/ton
69706,10430,Incentive,,400.0000,$/Unit
69709,10431,Incentive,min,500.0000,$
69710,10431,Incentive,max,3000.0000,$
69711,2390,Incentive,,25.0000,"% of cost"
69712,2390,Incentive,max,3000.0000,$
69713,2391,Incentive,,25.0000,"% of cost"
69714,2391,Incentive,max,5000.0000,$
69715,7590,Incentive,,25.0000,"% of cost"
69716,10432,Incentive,,2000.0000,$
69735,8871,Incentive,min,60.0000,$/horsepower
69736,8871,Incentive,max,95.0000,$/horsepower
69737,8872,Incentive,max,70.0000,"% of cost"
69738,8873,Incentive,min,600.0000,$/ton
69739,8873,Incentive,max,750.0000,$/ton
69740,8874,Incentive,min,50.0000,$/Unit
69741,8874,Incentive,max,500.0000,$/Unit
69742,8875,Incentive,,6.0000,$/Unit
69743,8875,Incentive,,50.0000,$/Unit
69744,10433,Incentive,,200.0000,$/ton
69746,10434,Incentive,,200.0000,$/ton
69747,10435,Incentive,,300.0000,$/ton
69749,10436,Incentive,,330.0000,$/ton
69750,10437,Incentive,min,2400.0000,$/ton
69751,10437,Incentive,max,3300.0000,$/ton
69754,8804,Incentive,min,6.0000,$
69755,8804,Incentive,max,40.0000,$
69756,8805,Incentive,max,400.0000,$
69757,8806,Incentive,min,0.3000,"$/square foot"
69758,8806,Incentive,max,2.0000,"$/square foot"
69759,8807,Incentive,,60.0000,$
69760,8808,Incentive,min,140.0000,$
69761,8808,Incentive,max,165.0000,$
69762,8809,Incentive,min,200.0000,$
69763,8809,Incentive,max,1200.0000,$
