id,parameter_set_id,source,qualifier,amount,units
55053,7972,Incentive,,25.0000,$
55054,2586,Incentive,min,200.0000,$
55055,2586,Incentive,max,600.0000,$
55062,4647,Incentive,,50.0000,$/Unit
55063,4649,Incentive,,50.0000,$/Unit
55064,4650,Incentive,,30.0000,$/Unit
55065,4652,Incentive,,300.0000,$/Unit
55066,4653,Incentive,min,250.0000,$/Unit
55067,4653,Incentive,max,500.0000,$/Unit
55068,7243,Incentive,,50.0000,$/Unit
55069,7244,Incentive,,50.0000,$/Unit
55070,7245,Incentive,,30.0000,$/Unit
55071,7246,Incentive,,300.0000,$/Unit
55072,7247,Incentive,min,250.0000,$/Unit
55073,7247,Incentive,max,500.0000,$/Unit
55074,3057,Incentive,min,25.0000,$
55075,3057,Incentive,max,85.0000,$
55076,3059,Incentive,min,300.0000,$/Unit
55077,3059,Incentive,max,450.0000,$
55078,3060,Incentive,max,1000.0000,$/Unit
55079,3063,Incentive,,50.0000,%
55080,3063,Incentive,max,4000.0000,$
55092,7467,Incentive,,50.0000,$
55093,7468,Incentive,,600.0000,$
55094,7469,Incentive,min,25.0000,$
55095,7469,Incentive,max,400.0000,$
55096,7470,Incentive,min,0.3250,"$/square foot"
55097,7470,Incentive,max,0.4250,"$/square foot"
55098,7471,Incentive,,50.0000,$
55099,7472,Incentive,,25.0000,$
55100,7473,Incentive,,50.0000,$
55101,7973,Incentive,,50.0000,$
55116,7974,Incentive,,25.0000,$
55117,7975,Incentive,min,15.0000,$
55118,7975,Incentive,max,25.0000,
55119,7976,Incentive,,25.0000,$
55120,7977,Incentive,min,25.0000,$
55121,7977,Incentive,max,50.0000,$
55122,7978,Incentive,,50.0000,$
55123,7979,Incentive,max,500.0000,$
55124,7979,Incentive,min,150.0000,$
55125,7980,Incentive,,650.0000,$
55126,7981,Incentive,max,250.0000,$
55127,7981,Incentive,min,30.0000,$
55128,7982,Incentive,,500.0000,
55149,3273,Incentive,,2.0000,$/MBTUh
55150,3274,Incentive,min,2.0000,$/MBTUh
55151,3274,Incentive,max,3.0000,$/MBTUh
55152,3275,Incentive,,75.0000,$/Unit
55153,7395,Incentive,,1.5000,$/therm
55161,4348,Incentive,,50.0000,$/Unit
55162,4349,Incentive,,35.0000,$/Unit
55163,7217,Incentive,,350.0000,$
55164,7219,Incentive,min,100.0000,$/ton
55165,7219,Incentive,max,125.0000,$/ton
55166,7220,Incentive,,1000.0000,$/ton
55167,7222,Incentive,,2.5000,$/Unit
55168,374,Incentive,,30.0000,$/Unit
55169,375,Incentive,min,700.0000,$/Unit
55170,375,Incentive,max,1100.0000,$/Unit
55171,376,Incentive,min,0.3000,"$/square foot"
55172,376,Incentive,max,2.0000,"$/square foot"
55173,377,Incentive,min,6.0000,"$/square foot"
55174,377,Incentive,max,12.0000,"$/square foot"
55175,381,Incentive,,40.0000,$/Unit
55176,4264,Incentive,min,1000.0000,$/Unit
55177,4264,Incentive,max,1200.0000,$/Unit
55178,4265,Incentive,min,1200.0000,$/Unit
55179,4265,Incentive,max,1400.0000,$/Unit
55180,7206,Incentive,,100.0000,$/Unit
55181,7207,Incentive,,140.0000,$/Unit
55207,7983,Incentive,min,75.0000,$
55208,7983,Incentive,max,25.0000,$
55209,7984,Incentive,max,75.0000,$
55210,7984,Incentive,min,50.0000,$
55211,7985,Incentive,min,25.0000,$
55212,7985,Incentive,max,1400.0000,$
55213,7986,System,,35.0000,$
55214,7987,Incentive,min,25.0000,$
55215,7987,Incentive,max,40.0000,$
55216,7988,Incentive,max,1700.0000,$
55217,7988,Incentive,min,225.0000,$
55218,7989,Incentive,,100.0000,$
55219,7990,Incentive,,7000.0000,$
55220,7991,Incentive,,75.0000,$
55227,470,Incentive,max,10000.0000,$
55228,7992,Incentive,max,1200.0000,$
55229,7993,Incentive,max,2000.0000,$
55230,1422,Incentive,,100.0000,$/Unit
55231,1423,Incentive,,250.0000,$/Unit
55232,6019,Incentive,,300.0000,$/Unit
55233,7463,Incentive,min,200.0000,$
55234,7463,Incentive,max,400.0000,$
55235,7464,Incentive,min,300.0000,$
55236,7464,Incentive,max,500.0000,$
55237,7465,Incentive,,500.0000,$
55238,7466,Incentive,,350.0000,$
55239,7994,Incentive,,65.0000,$
55273,7999,Incentive,,65.0000,$
55274,8000,Incentive,,250.0000,$
55275,8001,Incentive,,250.0000,$
55276,8002,Incentive,,25.0000,$
55277,8003,Incentive,min,50.0000,$
55278,8003,Incentive,,60.0000,$
55279,8004,Incentive,,50.0000,$
55280,8005,Incentive,min,15.0000,$
55281,8005,Incentive,max,50.0000,$
55282,8006,Incentive,,3.0000,$
55283,8006,System,,56.0000,
55284,8007,Incentive,min,75.0000,$
55285,8007,Incentive,max,300.0000,$
55286,8008,Incentive,,100.0000,$
55287,8009,Incentive,,50.0000,$
55288,8010,Incentive,,30.0000,$
55289,8011,Incentive,,350.0000,$
55292,6351,Incentive,,50.0000,"% of cost"
55293,6351,Incentive,max,50.0000,
55301,6354,Incentive,min,200.0000,$/Unit
55302,6354,Incentive,max,300.0000,$/Unit
55303,6355,Incentive,,200.0000,$/Unit
55304,6356,Incentive,,50.0000,"% of cost"
55305,6357,Incentive,min,125.0000,$/Unit
55306,6357,Incentive,max,250.0000,$/Unit
55307,6358,Incentive,,300.0000,$/Unit
55345,8020,Incentive,min,30.0000,$
55346,8020,Incentive,max,200.0000,$
55347,8021,Incentive,min,100.0000,$
55348,8021,Incentive,max,350.0000,$
55349,8022,Incentive,,60.0000,$
55350,8023,Incentive,min,25.0000,$/Unit
55351,8023,Incentive,max,50.0000,$/Unit
55352,8024,Incentive,,100.0000,$/Unit
55353,8025,Incentive,,100.0000,$
55354,7310,Incentive,max,1500.0000,$
55361,6125,Incentive,min,0.0900,$/kWh
55362,6125,Incentive,max,0.2300,$/kWh
55363,6126,Incentive,,80.0000,$/horsepower
55364,7306,Incentive,,0.1100,$/kWh
55365,7307,Incentive,,0.2300,$/kWh
55366,7308,Incentive,min,1500.0000,$/Unit
55367,7308,Incentive,max,4000.0000,$/Unit
55368,7299,Incentive,min,300.0000,$/ton
55369,7299,Incentive,max,400.0000,$/ton
55370,7300,Incentive,min,80.0000,$/ton
55371,7300,Incentive,max,100.0000,$/ton
55372,7301,Incentive,max,180.0000,$/Unit
55373,7302,Incentive,min,2.5000,$/Unit
55374,7302,Incentive,max,19.0000,$/Unit
55375,7304,Incentive,min,0.4000,"$/square foot"
55376,7304,Incentive,max,1.3100,"$/square foot"
55377,7305,Incentive,min,2.7500,"$/square foot"
55378,7305,Incentive,max,3.0000,"$/square foot"
55379,4176,Incentive,min,100.0000,$
55380,4176,Incentive,max,200.0000,$
55381,4177,Incentive,,75.0000,$
55382,4178,Incentive,min,150.0000,$/ton
55383,4178,Incentive,max,300.0000,$/ton
55384,4179,Incentive,,50.0000,$
55385,4180,Incentive,min,50.0000,$
55386,4180,Incentive,max,200.0000,$
55387,4183,Incentive,,0.0800,$/kWh
55388,4184,Incentive,,1.0000,"$/square foot"
55389,7293,Incentive,min,0.0600,"$/first year kWh savings"
55390,7293,Incentive,max,0.1000,"$/first year kWh savings"
55391,7294,Incentive,,15.0000,$/Unit
55392,7295,Incentive,min,0.1000,"$/square foot"
55393,7295,Incentive,max,0.2000,"$/square foot"
55394,7296,Incentive,min,50.0000,$/Unit
55395,7296,Incentive,max,100.0000,$/Unit
55396,7297,Incentive,,0.2000,"$/square foot"
55413,2228,Incentive,,0.7500,"$/square foot"
55414,5249,Incentive,,50.0000,$/Unit
55415,5251,Incentive,max,795.0000,$/kW
55416,7288,Incentive,,0.2000,"$/square foot"
55417,7289,Incentive,max,1.7300,"$/square foot"
55418,7290,Incentive,,420.0000,$/kW
55419,7291,Incentive,,800.0000,$/Unit
55420,7292,Incentive,,480.0000,$/kW
55431,7265,Incentive,min,105.0000,$/kW
55432,7265,Incentive,max,370.0000,$/kW
55433,8029,Incentive,min,6.0000,$
55434,8029,Incentive,max,360.0000,$
55435,8030,Incentive,,50.0000,$/ton
55436,8030,Incentive,,150.0000,$/ton
55437,8031,Incentive,min,0.3000,$/Unit
55438,8031,Incentive,,150.0000,$/Unit
55439,8032,Incentive,,2.0000,$/Unit
55440,8033,Incentive,,75.0000,$/Unit
55441,8034,Incentive,min,350.0000,$
55442,8034,Incentive,max,2500.0000,$
55443,8035,Incentive,min,1.0000,"$/square foot"
55444,8035,Incentive,max,800.0000,$/Unit
55445,8036,Incentive,min,100.0000,$
55446,8036,Incentive,max,900.0000,$
55447,8037,Incentive,,40.0000,$/Unit
55448,8038,Incentive,min,3.0000,$
55449,8038,Incentive,max,30.0000,$
55450,8039,Incentive,min,5.0000,$/Unit
55451,8039,Incentive,max,350.0000,$/Unit
55452,2180,Incentive,,80.0000,"% of cost"
55453,5254,Incentive,,30.0000,$/Unit
55454,7283,Incentive,,0.1200,"$/square foot"
55455,7284,Incentive,min,750.0000,$/Unit
55456,7284,Incentive,max,1200.0000,$/Unit
55462,359,Incentive,max,6000.0000,$
55463,359,Incentive,max,5.0000,Years
55481,556,Incentive,max,250.0000,$/ton
55482,559,Incentive,max,500.0000,$/Unit
55483,560,Incentive,,25.0000,$/kW
55487,56,Incentive,,50.0000,$/Unit
55488,4926,Incentive,,100.0000,$/ton
55489,6178,Incentive,,300.0000,$/Unit
55512,7548,Incentive,,0.1000,$/W
55513,7548,Incentive,max,25.0000,"% of cost"
55514,7548,Incentive,max,1000.0000,$
55563,292,Incentive,min,25.0000,$/Unit
55564,292,Incentive,max,40.0000,$/Unit
55565,293,Incentive,min,25.0000,$/Unit
55566,293,Incentive,max,40.0000,$/Unit
55567,294,Incentive,min,25.0000,$/Unit
55568,294,Incentive,max,75.0000,$/Unit
55569,295,Incentive,min,15.0000,$/Unit
55570,295,Incentive,max,40.0000,$/Unit
55571,296,Incentive,min,100.0000,$/Unit
55572,296,Incentive,max,2200.0000,$/Unit
55573,297,Incentive,min,25.0000,$/Unit
55574,297,Incentive,max,200.0000,$
55575,5168,Incentive,,50.0000,$/Unit
55576,5169,Incentive,,200.0000,$/ton
55577,7386,Incentive,min,60.0000,$
55578,7386,Incentive,max,400.0000,$
55579,7387,Incentive,min,10.0000,$
55580,7387,Incentive,max,100.0000,$
55584,8055,Incentive,,75.0000,$
55585,8056,Incentive,,30.0000,$
55586,8057,Incentive,max,10.0000,$
55587,8058,Incentive,max,15000.0000,$
55588,8059,Incentive,max,500.0000,$
55589,8060,Incentive,max,1500.0000,$
55590,8061,Incentive,max,1500.0000,$
55591,8062,Incentive,,75.0000,"% of cost"
55592,595,Incentive,min,15.0000,$/Unit
55593,595,Incentive,max,2700.0000,$/Unit
55594,596,Incentive,min,200.0000,$/Unit
55595,596,Incentive,max,4000.0000,$/Unit
55596,597,Incentive,,0.0450,"$/kWh (1 year)"
55597,598,Incentive,,50.0000,$/Unit
55598,4965,Incentive,max,75000.0000,$
55599,739,Incentive,min,30.0000,$/motor
55600,739,Incentive,max,5400.0000,$/motor
55601,740,Incentive,min,400.0000,$/Unit
55602,740,Incentive,max,8000.0000,$/Unit
55603,5581,Incentive,min,0.5000,$/Unit
55604,5581,Incentive,max,145.0000,$/Unit
55605,5582,Incentive,min,15.0000,$/Unit
55606,5582,Incentive,max,40.0000,$/Unit
55607,5583,Incentive,max,200.0000,$/Unit
55690,1519,Incentive,min,100.0000,$
55691,1519,Incentive,max,500.0000,$
55692,1521,Incentive,,75.0000,$/Unit
55693,1522,Incentive,,50.0000,$/Unit
55694,7368,Incentive,min,25.0000,$
55695,7368,Incentive,max,50.0000,$
55696,7369,Incentive,min,50.0000,$
55697,7369,Incentive,max,200.0000,$
55698,7370,Incentive,,15.0000,$/Unit
55699,7371,Incentive,,40.0000,$/Unit
55711,6374,Incentive,,750.0000,$/ton
55712,6375,Incentive,max,1500.0000,$/Unit
55713,6376,Incentive,max,750.0000,$/Unit
55714,7360,Incentive,,300.0000,$/Unit
55715,7361,Incentive,,200.0000,$
55716,7362,Incentive,,650.0000,$
55717,7363,Incentive,,750.0000,$
55718,7364,Incentive,,85.0000,$/Unit
55719,7365,Incentive,,1.7000,"$/square foot"
55720,1007,Incentive,min,112.5000,$/Unit
55721,1007,Incentive,max,1200.0000,$/Unit
55722,1008,Incentive,min,225.0000,$/Unit
55723,1008,Incentive,max,375.0000,$/Unit
55724,1009,Incentive,max,412.5000,$/Unit
55725,1010,Incentive,max,100.0000,$/Unit
55726,1011,Incentive,,225.0000,$/Unit
55727,5622,Incentive,min,80.0000,$/Unit
55728,5622,Incentive,max,180.0000,$/Unit
55767,7329,Incentive,,200.0000,$/ton
55768,7330,Incentive,,25.0000,$
55769,7331,Incentive,,150.0000,$
55770,7332,Incentive,,2.0000,$/Unit
55771,7333,Incentive,min,25.0000,$
55772,7333,Incentive,max,300.0000,$
55773,7334,Incentive,min,150.0000,$
55774,7334,Incentive,max,1000.0000,$
55775,7335,Incentive,,25.0000,$
55776,7336,Incentive,max,500.0000,$
55777,7336,Incentive,min,150.0000,$
55795,1070,Incentive,min,550.0000,$/Unit
55796,1070,Incentive,max,700.0000,$/Unit
55797,1073,Incentive,max,8.0000,$/bulb
55798,1073,Incentive,,50.0000,"% of cost"
55799,6259,Incentive,max,550.0000,$/ton
55800,7405,Incentive,,60.0000,$/Unit
55801,7406,Incentive,min,300.0000,$/ton
55802,7406,Incentive,max,750.0000,$/ton
55803,7407,Incentive,min,25.0000,$/Unit
55804,7407,Incentive,max,75.0000,$/Unit
55805,7408,Incentive,,50.0000,"% of cost"
55806,7408,Incentive,max,500.0000,$
55807,8071,Incentive,,100.0000,$
55828,3928,Incentive,,350.0000,$
55829,3934,Incentive,min,125.0000,$/Unit
55830,3934,Incentive,max,300.0000,$/Unit
55831,3935,Incentive,,625.0000,$/Unit
55832,3936,Incentive,max,50.0000,$/Unit
55942,8086,Incentive,max,1000.0000,$
55943,8087,Incentive,,1250.0000,$
55944,8088,Incentive,,1000.0000,$
56007,3589,Incentive,min,325.0000,$/Unit
56008,3589,Incentive,max,400.0000,$
56009,7337,Incentive,max,75.0000,$
56010,6379,Incentive,min,150.0000,$/Unit
56011,6379,Incentive,max,300.0000,$/Unit
56049,1278,Incentive,,150.0000,$/Unit
56050,1279,Incentive,max,500.0000,$/Unit
56051,7820,Incentive,min,25.0000,$
56052,7820,Incentive,max,50.0000,$
56053,7821,Incentive,min,30.0000,$
56054,7821,Incentive,max,100.0000,$
56055,7822,Incentive,,50.0000,$
56056,7823,Incentive,,50.0000,$
56057,7824,Incentive,,30.0000,$
56058,8101,Incentive,max,15000.0000,$
56059,8102,Incentive,,100.0000,%
56068,8106,Incentive,max,999999.9999,$
56087,8118,Incentive,max,2500.0000,$
56088,8119,Incentive,max,50000.0000,$
56090,8121,Incentive,max,15000.0000,$
56091,8122,Incentive,min,2500.0000,$
56092,8122,Incentive,max,20000.0000,$
56093,8123,Incentive,,350.0000,$/ton
56094,8124,Incentive,,50.0000,$/ton
56095,8125,Incentive,,100.0000,$/ton
56105,8134,Incentive,,100.0000,%
56106,8135,Incentive,,100.0000,%
56123,8143,Incentive,max,50000.0000,$
56131,8149,Incentive,max,25000.0000,$
56132,2336,Incentive,,25.0000,"% of cost"
56133,2336,Incentive,max,750.0000,$
56134,8150,Incentive,max,2000.0000,$
56135,8150,Incentive,,20.0000,"% of cost"
56137,8151,Incentive,,250.0000,$
56142,6933,Incentive,,150.0000,$
56143,1736,Incentive,,0.1700,$/kWh
56144,1737,Incentive,,0.3000,$/kWh
56145,1738,Incentive,,0.3500,$/kWh
56188,8171,Incentive,min,250.0000,$
56189,8171,Incentive,max,350.0000,$
56190,8172,Incentive,max,25.0000,$
56191,8172,Incentive,max,2.0000,$/Unit
56192,8173,Incentive,max,50.0000,$
56239,8201,Incentive,,1000.0000,$
56240,8202,Incentive,,3.0000,$
56241,8203,Incentive,,250.0000,$/Unit
56297,6934,Incentive,,50.0000,$/kW
56298,6934,Incentive,max,2000.0000,$
56299,6934,Incentive,,250.0000,$/kW
56300,6934,Incentive,max,20000.0000,$
56301,8210,Incentive,,100.0000,$/kW
56302,8210,Incentive,max,20000.0000,$
56303,7014,Incentive,max,400.0000,$
56381,8223,Incentive,max,20000.0000,$
56382,8224,Incentive,max,20000.0000,$
56383,8225,Incentive,max,40000.0000,$
56384,8226,Incentive,max,100000.0000,$
56385,8226,Incentive,min,32000.0000,$
56386,8227,Incentive,max,100000.0000,$
56387,8227,Incentive,,56000.0000,$
56388,8228,Incentive,max,640000.0000,$
56389,8228,Incentive,,160000.0000,$
56390,8229,Incentive,max,100000.0000,$
56391,8229,Incentive,,32000.0000,$
56399,6817,Incentive,,25.0000,"% of cost"
56400,6817,Incentive,max,2.0000,$
56401,8222,Incentive,max,5000.0000,$
56402,6868,Incentive,max,100.0000,"% of cost"
56403,6868,Incentive,max,50000.0000,$
56404,6869,Incentive,max,80.0000,"% of cost"
56405,6869,Incentive,max,50000.0000,$
56406,6870,Incentive,max,60.0000,"% of cost"
56407,6870,Incentive,max,50000.0000,$
56408,6871,Incentive,,60.0000,"% of cost"
56409,6871,Incentive,max,50000.0000,$
56410,6872,Incentive,max,100.0000,"% of cost"
56411,6872,Incentive,max,50000.0000,$
56412,6873,Incentive,max,80.0000,"% of cost"
56413,6873,Incentive,max,50000.0000,$
56414,6874,Incentive,max,60.0000,"% of cost"
56415,6874,Incentive,max,50000.0000,$
56416,6875,Incentive,max,7500.0000,$/Unit
56417,6876,Incentive,max,5000.0000,$/Unit
56418,8232,Incentive,max,300000.0000,$
56419,8233,Incentive,max,400000.0000,$
56487,8237,Incentive,min,3.0000,$
56488,8237,Incentive,max,900.0000,$
56489,8238,Incentive,min,3.2500,$/Unit
56490,8238,Incentive,,1500.0000,$
56491,8239,Incentive,,600.0000,$
56492,8240,Incentive,,30.0000,$/Unit
56493,8240,Incentive,,2000.0000,$/Unit
56494,8241,Incentive,,40.0000,$/ton
56495,8242,Incentive,,40.0000,$/ton
56496,8243,Incentive,,40.0000,$/ton
56497,8244,Incentive,,200.0000,$/ton
56498,8245,Incentive,,150.0000,$
56499,8246,Incentive,,200.0000,$
56500,8247,Incentive,min,2.0000,$
56501,8247,Incentive,max,175.0000,$
56514,8089,Incentive,,15.0000,$/Unit
56515,8089,Incentive,max,400.0000,$/horsepower
56516,8090,Incentive,max,120.0000,$/horsepower
56517,8091,Incentive,min,25.0000,$
56518,8091,Incentive,max,300.0000,$
56519,8092,Incentive,min,2.0000,$/Unit
56520,8092,Incentive,max,100.0000,$/Unit
56521,8093,Incentive,min,25.0000,$/Unit
56522,8093,Incentive,max,65.0000,$/Unit
56523,8094,Incentive,min,50.0000,$
56524,8094,Incentive,max,1000.0000,$
56525,8248,Incentive,,50.0000,$/Unit
56526,8249,Incentive,min,300.0000,$
56527,8249,Incentive,max,1000.0000,$
56528,8250,Incentive,min,100.0000,$
56529,8250,Incentive,max,125.0000,$
56778,76,Incentive,max,50.0000,"% of cost"
56779,76,Incentive,max,100.0000,$
56780,646,Incentive,max,350000.0000,$
56781,646,Incentive,min,50000.0000,$
56871,2506,Incentive,max,999999.9999,$
56901,8325,Incentive,min,0.0300,$/Unit
56902,8325,Incentive,max,500.0000,$/Unit
56903,8326,Incentive,min,0.1000,$/Unit
56904,8326,Incentive,max,1100.0000,$/Unit
56905,8327,Incentive,min,33.0000,$/Unit
56906,8327,Incentive,max,1320.0000,$/Unit
56907,8328,Incentive,min,8.0000,$/Unit
56908,8328,Incentive,max,825.0000,$/Unit
56909,8329,Incentive,min,1.0000,$/Unit
56910,8329,Incentive,max,400.0000,$/Unit
56911,8330,Incentive,min,1.0000,$/Unit
56912,8330,Incentive,max,220.0000,$/Unit
56913,8331,Incentive,,1.3000,$
56914,8331,Incentive,,2906.0000,$
56923,8332,Incentive,min,125.0000,$
56924,8332,Incentive,max,7000.0000,$
56925,8333,Incentive,min,3.0000,$
56926,8333,Incentive,max,600.0000,$
56927,8334,Incentive,min,100.0000,$
56928,8334,Incentive,max,650.0000,$
56929,8335,Incentive,min,1.0000,"$/square foot"
56930,8335,Incentive,max,1.2500,"$/square foot"
56931,8335,System,,,
56948,1324,Incentive,max,800.0000,$/Unit
56949,5985,Incentive,max,800.0000,$/Unit
56950,8336,Incentive,min,75.0000,$
56951,8336,Incentive,max,100.0000,$
56952,2787,Incentive,max,200.0000,$/Unit
56953,2788,Incentive,max,800.0000,$
56954,2788,Incentive,,0.1900,"$/square foot"
56955,2790,Incentive,,2.0000,"$/square foot"
56956,2790,Incentive,max,400.0000,$
56974,8120,Incentive,max,25000.0000,$
56976,3174,Incentive,max,350.0000,$
56977,3175,Incentive,max,300.0000,$/Unit
56978,3175,Incentive,,0.1250,"$/square foot"
56979,3176,Incentive,,500.0000,$/Unit
56980,3177,Incentive,max,300.0000,$
56981,5784,Incentive,,650.0000,$
56982,8337,Incentive,,15.0000,$
56983,8338,Incentive,,25.0000,$
56984,8339,Incentive,max,50.0000,$
56985,8340,Incentive,min,250.0000,$
56986,8340,Incentive,min,400.0000,$
56987,8341,Incentive,,15.0000,$
56988,8342,Incentive,,200.0000,$
56989,8343,Incentive,,75.0000,$
56990,8344,Incentive,,50.0000,$
56991,8345,Incentive,max,200.0000,$
57015,8346,Incentive,min,0.1500,"$/square foot"
57016,8346,Incentive,max,0.7600,"$/square foot"
57017,8347,Incentive,,135.0000,$
57018,8348,Incentive,max,50.0000,$
57019,8349,Incentive,max,350.0000,$
57020,8350,Incentive,,750.0000,$
57021,8351,Incentive,,20.0000,$
57022,8352,Incentive,,25.0000,$
57023,8353,Incentive,min,25.0000,$
57024,8353,Incentive,max,50.0000,$
57025,8354,Incentive,,40.0000,$
57026,8354,System,,50.0000,
57027,8355,Incentive,,350.0000,$
57067,6380,Incentive,min,200.0000,$/Unit
57068,6380,Incentive,max,300.0000,$/Unit
57069,6381,Incentive,,300.0000,$/Unit
57070,6382,Incentive,,100.0000,$/Unit
57083,8363,Incentive,min,150.0000,$/ton
57084,8363,Incentive,max,750.0000,$/ton
57085,8364,Incentive,,150.0000,$/ton
57086,8365,Incentive,,250.0000,$
57087,8366,Incentive,max,500.0000,$
57088,8367,Incentive,max,50.0000,$
57089,8368,Incentive,max,50.0000,$
57105,3486,Incentive,max,500.0000,$
57106,6415,Incentive,,50.0000,$/Unit
57107,6415,Incentive,max,7.0000,
57108,8370,Incentive,,250.0000,$
57127,8371,Incentive,min,6.0000,$/Unit
57128,8371,Incentive,max,360.0000,$/Unit
57129,8372,Incentive,min,5.0000,$
57130,8372,Incentive,max,30.0000,$
57131,8373,Incentive,max,10000.0000,$/Unit
57132,8374,Incentive,max,2500.0000,$/Unit
57133,8375,Incentive,max,350.0000,$/Unit
57353,978,Incentive,min,100.0000,$/ton
57354,978,Incentive,max,400.0000,$/ton
57355,979,Incentive,,25.0000,$/Unit
57356,980,Incentive,min,25.0000,$/Unit
57357,980,Incentive,max,50.0000,$/Unit
57358,981,Incentive,,125.0000,$/Unit
57359,981,Incentive,max,300.0000,$/Unit
57360,985,Incentive,,40.0000,$/horsepower
57361,7392,Incentive,min,200.0000,$/Unit
57362,7392,Incentive,max,1500.0000,$/Unit
57363,8381,Incentive,min,8.0000,$
57364,8381,Incentive,max,600.0000,$
57373,8382,Incentive,min,5.0000,$/Unit
57374,8382,Incentive,max,360.0000,$/Unit
57375,8383,Incentive,min,5.0000,$/Unit
57376,8383,Incentive,max,30.0000,$/Unit
57377,8384,Incentive,max,10000.0000,$/Unit
57378,8385,Incentive,max,2500.0000,$/Unit
57379,8386,Incentive,min,3.0000,$/Unit
57380,8386,Incentive,max,350.0000,$/Unit
57383,5039,Incentive,min,7.0000,$/Unit
57384,5039,Incentive,max,700.0000,$/Unit
57385,8387,Incentive,min,6.5000,$
57386,8387,Incentive,max,80.0000,$
57387,8388,Incentive,min,4.0000,$
57388,8388,Incentive,max,500.0000,$
57389,8389,Incentive,max,5000.0000,$/Unit
57390,8390,Incentive,max,10000.0000,$/Unit
57391,8391,Incentive,max,1100.0000,$/Unit
57392,8392,Incentive,max,817.6000,$/Unit
57393,8393,Incentive,max,700.0000,$/Unit
57394,7388,Incentive,min,0.0200,"$/kWh (1 year)"
57395,7388,Incentive,max,0.0800,"$/kWh (1 year)"
57396,7388,Incentive,max,40.0000,"% of cost"
57409,8394,Incentive,min,250.0000,$
57410,8394,Incentive,max,2000.0000,$
57411,8395,Incentive,,250.0000,$
57412,8395,Incentive,,1800.0000,$
57413,8396,Incentive,,800.0000,$
57414,8397,Incentive,,75.0000,$
57426,8402,Incentive,min,300.0000,$/Unit
57427,8402,Incentive,max,500.0000,$/Unit
57428,8403,Incentive,,500.0000,$/Unit
57429,8403,Incentive,,1500.0000,$/Unit
57430,8404,Incentive,,150.0000,$
57436,8405,Incentive,,300.0000,$
57437,8405,Incentive,,500.0000,$
57438,8406,Incentive,,2000.0000,$
57439,8407,Incentive,min,200.0000,$
57440,8407,Incentive,max,500.0000,$
57441,8408,Incentive,max,150.0000,$
57442,8409,Incentive,,300.0000,$
57443,8409,Incentive,,500.0000,$
57444,8410,Incentive,,2000.0000,$
57445,8411,Incentive,min,200.0000,$
57446,8411,Incentive,max,500.0000,$
57468,8412,Incentive,min,300.0000,$
57469,8412,Incentive,max,500.0000,$
57470,8413,Incentive,,2000.0000,$
57471,8414,Incentive,min,200.0000,$
57472,8414,Incentive,max,500.0000,$
57473,8415,Incentive,min,150.0000,$
57474,8415,Incentive,max,350.0000,$
57475,8416,Incentive,,75.0000,$
57476,8417,System,,250.0000,$
57477,8418,Incentive,max,50.0000,$
57478,8419,Incentive,min,3.0000,$
57479,8419,Incentive,max,300.0000,$
57480,8420,Incentive,,60.0000,$
57481,8421,Incentive,,0.7500,$
57482,8421,Incentive,,2000.0000,$
57483,8422,Incentive,min,10.0000,$
57484,8422,Incentive,max,350.0000,$
57485,8423,Incentive,min,55.0000,$
57486,8423,Incentive,max,1300.0000,$
57487,8424,Incentive,,2.0000,$
57488,8424,Incentive,,180.0000,$
57501,8425,Incentive,,0.7500,"$/square foot"
57502,8425,Incentive,max,1000.0000,$
57503,8426,Incentive,,150.0000,$
57504,8427,Incentive,,200.0000,$
57509,8428,Incentive,min,1000.0000,$/Unit
57510,8428,Incentive,max,1500.0000,$/Unit
57511,8429,Incentive,min,1000.0000,$/Unit
57512,8429,Incentive,max,1500.0000,$/Unit
57513,8430,Incentive,max,1500.0000,$/Unit
57514,8431,Incentive,max,1500.0000,$/Unit
57515,8432,Incentive,max,1000.0000,$/Unit
57520,7282,Incentive,,50.0000,"% of cost"
57521,7282,Incentive,max,3000.0000,$
57525,2032,Incentive,,1.5000,$/W
57526,2032,Incentive,max,4500.0000,$
57527,7543,Incentive,,300.0000,$
57528,1286,System,max,10.0000,kW-DC
57529,1286,Incentive,,0.0900,"$/kWh (5 years)"
57537,2542,Incentive,,0.4000,"$/first year kWh savings"
57588,3617,Incentive,max,20000.0000,$
57589,3617,Incentive,max,50.0000,"% of cost"
57590,3629,Incentive,min,1.5000,$/horsepower
57591,3629,Incentive,max,8.0000,$/horsepower
57592,3630,Incentive,max,50.0000,%
57593,3630,Incentive,max,6800.0000,$
57594,3630,Incentive,min,1600.0000,$
57595,3633,Incentive,min,30.0000,$/Unit
57596,3633,Incentive,max,350.0000,$/Unit
57597,6248,Incentive,,50.0000,"% of cost"
57598,6248,Incentive,max,8.0000,$/bulb
57599,6248,Incentive,max,50.0000,
57600,6251,Incentive,,60.0000,$/Unit
57601,7531,Incentive,max,450.0000,$/ton
57602,7531,Incentive,max,700.0000,$/ton
57603,7533,Incentive,max,600.0000,$/Unit
57604,7534,Incentive,,100.0000,$/Unit
57605,7535,Incentive,min,25.0000,$/Unit
57606,7535,Incentive,max,100.0000,$/Unit
57607,7536,Incentive,,50.0000,"% of cost"
